"knr","aar","knavn","Menn_ya_p","Kvinner_ya_p","Totalt_ya_p","inc_k1","inc_k5","mf_uni_k","m_uni_k","f_uni_k","mf_uni_l","m_uni_l","f_uni_l","Trade_pc"
"1067","1003","2014","Farsund",56.3060245987075,53.6130536130536,54.9705758722152,19.8,18.6,16.8,13.2,20.5,4,4.6,3.4,70894
"1068","1003","2015","Farsund",56.246141181313,53.2615579480684,54.7728220091705,20.2,18.5,17.1,13,21.4,4.2,4.8,3.5,64615
"1069","1003","2016","Farsund",55.6676079064139,53.5917421529387,54.6522411128284,19.8,17.5,17.3,13.1,21.6,4.3,4.9,3.6,70825
"1070","1003","2017","Farsund",55.4417670682731,54.0405095009396,54.7548367284267,21,16.4,17.5,12.8,22.4,4.6,5.1,3.9,73696
"1071","1004","2008","Flekkefjord",57.9613590939374,55.6614476968459,56.8237934904602,19,19.7,17.4,13.7,21.2,3.8,5.1,2.5,59939
"1072","1004","2009","Flekkefjord",57.6473184727433,55.1080108010801,56.3899721448468,19.7,20.2,17.7,13.9,21.6,3.8,5.1,2.6,61764
"1073","1004","2010","Flekkefjord",57.2809136832858,54.8539325842697,56.0813062312562,19.8,20.3,18.1,14.2,22.2,3.9,5.1,2.7,61783
"1074","1004","2011","Flekkefjord",57.3928258967629,55.0776852060347,56.2520803284145,19.5,20.5,18.3,14,22.7,4,5,2.9,62500
"1075","1004","2012","Flekkefjord",58.0094991364421,54.7122791119166,56.4006190581472,19.8,20.6,18.7,14.2,23.3,4.2,5.2,3.1,63357
"1076","1004","2013","Flekkefjord",57.3131094257855,54.4431946006749,55.9050772626932,20.4,21.1,18.5,14.1,23,4.2,5.2,3.1,62483
"1077","1004","2014","Flekkefjord",57.1832210389046,54.102447869447,55.6751359147898,21,20.5,19,14.3,23.8,4.5,5.2,3.7,64794
"1078","1004","2015","Flekkefjord",56.696331669199,54.3926490363066,55.5629066049178,20.3,19.8,19.1,14.1,24.3,4.7,5.5,3.9,67827
"1079","1004","2016","Flekkefjord",56.6566135286514,54.4005388414908,55.551890941073,20.6,18.7,19.5,14.7,24.5,5,5.7,4.3,65453
"1080","1004","2017","Flekkefjord",56.3800128672528,54.3257284843009,55.3795379537954,20.4,18.4,20,15,25.3,5.2,5.7,4.6,65051
"1081","1014","2008","Vennesla",59.2709483982957,55.7850597918932,57.5140889167189,19.6,18,13.2,10.6,15.7,1.4,1.9,0.8,52297
"1082","1014","2009","Vennesla",59.5814461970951,55.8074965293846,57.6827564799007,18.9,17.9,13.3,10.6,16,1.5,2.2,0.9,54555
"1083","1014","2010","Vennesla",59.8469778117827,56.131287038444,57.9826166514181,19.6,17,13.7,10.6,16.7,1.8,2.3,1.3,56114
"1084","1014","2011","Vennesla",60.3396453261196,56.5568862275449,58.4445777711114,19.1,16.1,14.1,10.6,17.4,2,2.5,1.5,52668
"1085","1014","2012","Vennesla",60.2383053839364,56.7870302137067,58.5143193698005,19.5,15.8,14.4,10.9,17.9,2.1,2.5,1.8,52431
"1086","1014","2013","Vennesla",60.1039260969977,56.6783831282953,58.4036056993312,20.4,15.5,15,11.4,18.5,2.2,2.5,1.9,53519
"1087","1014","2014","Vennesla",59.8125532519171,56.5956221198157,58.2153582153582,20.5,15.4,15.5,11.5,19.4,2.6,2.8,2.3,52510
"1088","1014","2015","Vennesla",59.8674936566112,56.7918868733038,58.3398368215679,20.5,14.7,16.1,11.8,20.5,2.9,3.2,2.6,54453
"1089","1014","2016","Vennesla",60.4325523360599,57.1529245947851,58.8062622309198,20.4,14.3,16.3,12.1,20.5,3.1,3.2,2.9,54235
"1090","1014","2017","Vennesla",60.1726263871763,57.1288240246983,58.6689774696707,21,14.2,16.7,12.4,21.1,3.1,3.1,3.2,54508
"1091","1017","2008","Songdalen",59.8763311576778,56.3365282215123,58.1354748603352,15.6,18.1,15.4,11.8,19.2,2.4,2.9,1.9,94805
"1092","1017","2009","Songdalen",59.6598639455782,57.122905027933,58.407994486561,16.8,16.9,16,12.3,19.8,2.4,2.9,1.9,97953
"1093","1017","2010","Songdalen",59.692513368984,56.8521031207598,58.2828282828283,17.1,16.2,16.4,12.6,20.4,2.5,3.1,2,108829
"1094","1017","2011","Songdalen",59.5011486708238,57.1476964769648,58.343057176196,16.1,15.8,16.4,12.2,20.7,2.7,3,2.4,120717
"1095","1017","2012","Songdalen",59.454253611557,56.8196721311475,58.1508515815085,17.7,15.1,16.4,12,20.9,3,3.5,2.4,146387
"1096","1017","2013","Songdalen",59.6840442338073,56.4423076923077,58.0747812251392,18,14.2,16.8,12.6,21.2,2.9,3.4,2.4,143844
"1097","1017","2014","Songdalen",59.4348508634223,56.7671584348942,58.1151832460733,18.5,14.3,17.1,12.7,21.7,3,3.3,2.8,150147
"1098","1017","2015","Songdalen",59.5135467980296,56.7289117836446,58.1523449795405,19.6,13.6,17.2,12.4,22.3,3.4,3.5,3.2,145973
"1099","1017","2016","Songdalen",59.7620500305064,56.8608723336517,58.3424209378408,20.3,13.2,17.1,12.2,22.2,3.6,3.7,3.5,161652
"1100","1017","2017","Songdalen",59.9458320794463,56.3636363636364,58.1760048721072,20.6,13.1,17.7,12.5,23.1,3.6,3.5,3.7,154782
"1101","1018","2008","Søgne",58.4834686200752,56.7313462692538,57.6119402985075,15.1,23.8,20.8,17.4,24.3,4.3,5.5,3,57852
"1102","1018","2009","Søgne",58.2933844678811,56.7474048442907,57.5213593165019,15.6,22.9,20.8,17.2,24.5,4.5,5.7,3.3,57463
"1103","1018","2010","Søgne",58.3143074581431,56.5962307252998,57.4555143210581,16.1,22,21.2,17.3,25.1,4.8,6,3.6,57067
"1104","1018","2011","Søgne",58.4955089820359,56.6076421248835,57.5497245307685,16.2,22,21.4,17.4,25.4,4.9,6.1,3.8,56614
"1105","1018","2012","Søgne",58.1824898411526,56.2212828524168,57.1994472593275,16.3,21.9,21.5,17.3,25.7,5,6,4,57508
"1106","1018","2013","Søgne",58.1970192657216,56.5775009160865,57.3905109489051,16.6,21.1,21.6,17.2,26,5,5.8,4.2,57588
"1107","1018","2014","Søgne",58.093687827817,56.3915266617969,57.2467060427079,17,20.7,21.8,17.3,26.4,5.4,6.1,4.8,58852
"1108","1018","2015","Søgne",58.4295612009238,56.5676449534717,57.5020058839262,17.2,20.9,22,17.2,26.8,5.9,6.5,5.3,55376
"1109","1018","2016","Søgne",58.264244134768,56.7340368449293,57.5044404973357,17.6,20.1,22.3,17.6,27,5.9,6.3,5.4,58537
"1110","1018","2017","Søgne",58.3538083538084,56.6957140316557,57.5302535111739,17.2,19.5,22.5,17.6,27.5,6,6.3,5.7,57403
"1111","1029","2008","Lindesnes",59.7216180948238,54.4729849424269,57.1209128812815,21.3,14.9,14.9,11.3,18.6,2.4,3.5,1.3,33582
"1112","1029","2009","Lindesnes",59.2592592592593,55.0043516100957,57.1428571428571,21,15.2,15.5,11.5,19.6,2.3,3.3,1.3,36331
"1113","1029","2010","Lindesnes",59.4042553191489,54.4785807009952,56.9620253164557,22.8,14.4,15.6,12,19.2,2.5,3.4,1.6,36914
"1114","1029","2011","Lindesnes",59.3789341166597,54.6774882528834,57.0491109229467,22.4,15.8,15.6,12,19.4,2.8,3.7,1.8,36443
"1115","1029","2012","Lindesnes",58.5791441628583,54.305200341006,56.4695981485378,22.3,15.5,16,12.4,19.7,2.7,3.5,1.9,39336
"1116","1029","2013","Lindesnes",57.5557390586292,54.0859309182814,55.838198498749,23.1,14.7,16,11.7,20.3,3,3.9,2.1,43974
"1117","1029","2014","Lindesnes",56.973898858075,54.2690545605997,55.6356892643726,23.4,14.7,16.8,12.6,21,3.4,4.4,2.3,46227
"1118","1029","2015","Lindesnes",56.3032022699635,54.0820555325321,55.2049180327869,22.5,14.4,16.7,12.2,21.2,4.1,4.6,3.6,47536
"1119","1029","2016","Lindesnes",55.9760956175299,54.1307028360049,55.0677726077281,21.9,14.6,17.2,12.8,21.7,3.9,4.5,3.4,48939
"1120","1029","2017","Lindesnes",56.0829676904667,54.2775276299632,55.1919191919192,22,14.5,17.3,12.3,22.4,3.8,4.3,3.3,47361
"1121","1032","2008","Lyngdal",57.8764375501471,55.4032683183975,56.6308243727599,18.9,17.1,17.4,14,20.8,2.2,2.8,1.5,89023
"1122","1032","2009","Lyngdal",57.8405491024287,55.4573804573805,56.6396018858041,19.1,17.2,17.6,13.9,21.2,2.4,2.8,1.9,95196
"1123","1032","2010","Lyngdal",57.3727933541018,55.4154875225109,56.3897144333893,19.4,16.5,17.7,13.8,21.6,2.5,3,2.1,96456
"1124","1032","2011","Lyngdal",56.8788501026694,55.3967848941056,56.1356365962892,20,16.2,17.9,13.6,22.1,2.7,3.2,2.3,98584
"1125","1032","2012","Lyngdal",56.2468128505864,55.0717342058898,55.6554781507283,20.2,16.6,18.3,13.8,22.6,2.8,3.2,2.4,103775
"1126","1032","2013","Lyngdal",56.7085427135678,55.1724137931034,55.9355885657221,19.4,16.1,18.9,14.2,23.6,2.8,3.1,2.6,113787
"1127","1032","2014","Lyngdal",56.3456790123457,54.9358341559724,55.6405825722044,19.5,16.5,18.8,14.2,23.4,3.1,3.3,2.9,129011
"1128","1032","2015","Lyngdal",55.8367152064932,54.6792088760251,55.2609478104379,19.7,16.6,19.1,14.6,23.6,3.3,3.5,3.2,126305
"1129","1032","2016","Lyngdal",56.0545497296026,54.3590951932139,55.207720371896,20.4,16.4,19.2,14.7,23.7,3.6,4,3.2,128702
"1130","1032","2017","Lyngdal",55.3839059257551,54.2460597506469,54.8206800186307,20.3,16.1,19.5,14.5,24.5,3.7,3.8,3.7,137883
"1131","1037","2008","Kvinesdal",58.2452431289641,53.744177714081,56.0135015100373,22.2,17.8,13.3,10.2,16.4,1.7,2.3,1.2,56317
"1132","1037","2009","Kvinesdal",58.3158630328442,53.8543140028289,56.0984182776801,22.1,18.2,13.5,10.3,16.7,2,2.5,1.4,58194
"1133","1037","2010","Kvinesdal",58.4912159834654,53.5676992690567,56.042243767313,22.8,17.6,13.4,10.1,16.8,1.9,2.4,1.3,54238
"1134","1037","2011","Kvinesdal",58.5240860949778,53.6863966770509,56.121045392022,22.3,17.1,13.8,10.6,17.1,2,2.5,1.5,52621
"1135","1037","2012","Kvinesdal",59.1295477728664,53.8195644659523,56.4964004113816,23,17,14.3,11.3,17.5,2.1,2.5,1.7,54650
"1136","1037","2013","Kvinesdal",58.6310517529215,54.5454545454545,56.6197660620444,22.3,18,14.9,11.3,18.5,2.1,2.5,1.7,56360
"1137","1037","2014","Kvinesdal",58.5038577658504,54.7422680412371,56.6457307757596,23,16.3,15.2,11.8,18.7,2.4,2.8,2.1,60354
"1138","1037","2015","Kvinesdal",59.5531843947983,54.696507290607,57.1452589105582,22.3,16.7,15.2,11.4,19.2,2.9,3.2,2.6,57017
"1139","1037","2016","Kvinesdal",59.7049180327869,54.691231661549,57.2479518475171,22.5,16.8,15.6,11.6,19.8,3.1,3.4,2.8,57792
"1140","1037","2017","Kvinesdal",59.3493263227079,55.2122241086587,57.314629258517,20.8,16.9,16.1,11.8,20.7,3.6,3.7,3.4,56303
"1141","1101","2008","Eigersund",59.2107158288924,55.844915874177,57.5410074031064,16.4,23.2,15.3,11.8,18.9,2.9,3.7,2.1,70517
"1142","1101","2009","Eigersund",59.5696489241223,55.9304851556843,57.7707781516214,16.9,23,15.7,12.2,19.2,3,3.7,2.3,71360
"1143","1101","2010","Eigersund",59.5824634655532,55.8052970651396,57.7205363443896,17.8,22.4,16,12.4,19.8,3.1,3.7,2.5,72446
"1144","1101","2011","Eigersund",59.3702943189596,55.901150404772,57.6676425484456,17.9,22.2,16.3,12.6,20.2,3.2,3.7,2.7,72939
"1145","1101","2012","Eigersund",59.3601735122679,55.9030712876867,57.6649395509499,16.7,22.4,16.7,12.7,20.9,3.4,4,2.9,73918
"1146","1101","2013","Eigersund",59.402224902828,56.2229965156794,57.8436731347363,17.2,22.3,17,12.7,21.3,3.7,4.2,3.2,74903
"1147","1101","2014","Eigersund",59.7641759406465,56.5331130386892,58.1797312808048,17,22.1,17.7,13.5,22,4.1,4.6,3.5,77372
"1148","1101","2015","Eigersund",59.7834697649855,55.8839553255244,57.864038616251,16.8,21.9,17.8,13.3,22.5,4.2,4.7,3.7,78068
"1149","1101","2016","Eigersund",59.357725717294,55.9232026143791,57.6696560032124,17.7,20.1,18.3,13.7,23,4.4,4.9,4,78954
"1150","1101","2017","Eigersund",58.8165367851011,55.7314410480349,57.2991475937982,18.6,19.7,18.6,13.9,23.5,4.5,4.8,4.1,78695
"1151","1102","2008","Sandnes",61.1088006654084,58.9382026122555,60.031916436965,15.3,28.6,20.5,17,24.2,6.1,8.2,4,102049
"1152","1102","2009","Sandnes",61.4695452000249,58.9771455969314,60.2402610710851,15.3,29,20.9,17,24.9,6.4,8.4,4.4,100886
"1153","1102","2010","Sandnes",61.4494518879415,58.961389840093,60.2248302948772,15.5,28.6,21.3,17.2,25.5,6.9,8.7,5,101158
"1154","1102","2011","Sandnes",61.2781395902102,58.7742964007603,60.0452864367122,15.2,28.5,21.7,17.4,26.1,7.3,9.1,5.6,100970
"1155","1102","2012","Sandnes",61.6051243406179,58.9547310278578,60.303182233757,14.8,29.1,22.3,17.8,26.8,7.9,9.5,6.3,102989
"1156","1102","2013","Sandnes",61.8534482758621,59.1089224313771,60.5088084972732,14.7,29.3,22.6,18.1,27.2,8.4,9.9,6.8,101824
"1157","1102","2014","Sandnes",61.9406037797595,59.3227555278022,60.6578581363004,14.6,29.2,22.8,18.3,27.5,9.4,10.6,8.2,103540
"1158","1102","2015","Sandnes",61.932271976998,59.5058510343298,60.743779202434,15.3,27.5,22.8,18.2,27.7,9.9,11,8.7,103671
"1159","1102","2016","Sandnes",61.8321608828683,59.5473059785134,60.7150494520182,16,25.8,23.1,18.5,27.8,10,10.9,9.2,100407
"1160","1102","2017","Sandnes",61.2555009060316,59.549190332818,60.4222684345073,16.3,25.2,23.2,18.3,28.3,10.2,11,9.4,101091
"1161","1103","2008","Stavanger",63.8405240116299,60.2929360562437,62.0683023096349,17.6,28.6,25,21.4,28.5,10.8,13.7,8,74626
"1162","1103","2009","Stavanger",63.9315539544785,60.4740667327387,62.2103445440342,17.6,29.3,25.3,21.6,28.9,11.3,14,8.7,75365
"1163","1103","2010","Stavanger",63.8008685861348,60.6598573281453,62.2365765038353,18.1,28.9,25.7,21.9,29.5,12,14.6,9.5,76569
"1164","1103","2011","Stavanger",63.9798528436543,60.810056311516,62.403091548234,17.8,29,26,22.2,29.8,12.8,15.2,10.3,76482
"1165","1103","2012","Stavanger",63.9176221335992,60.8096155668573,62.3743196398601,17.5,29.6,26.3,22.4,30.3,13.5,15.9,11.1,78813
"1166","1103","2013","Stavanger",64.0421679351829,61.0265060993705,62.5477006912246,17.1,30.3,26.5,22.4,30.5,13.8,16,11.6,79762
"1167","1103","2014","Stavanger",63.9558841352563,61.0632317054335,62.523517444973,16.7,30.4,26.4,22.4,30.4,15.2,17.2,13.1,80753
"1168","1103","2015","Stavanger",63.8573549480377,61.1810024610587,62.5319828617281,17.3,29,26.2,22.1,30.5,15.8,17.7,13.9,80033
"1169","1103","2016","Stavanger",63.428922449958,61.0060698027314,62.2252043062634,18.1,27.4,26.5,22.2,30.8,15.9,17.5,14.2,80042
"1170","1103","2017","Stavanger",62.9532861840623,61.0188713482127,61.9894672603576,18.6,26.5,26.6,22.3,31,16.1,17.6,14.5,80553
"1171","1106","2008","Haugesund",62.6289278004318,57.6289926289926,60.158999878626,22.1,19.3,21.5,17.6,25.3,5.2,6.9,3.5,125554
"1172","1106","2009","Haugesund",62.7033352837917,57.7315233785822,60.2554581909996,22,19.7,22,17.8,26,5.4,7.1,3.8,125833
"1173","1106","2010","Haugesund",62.1538461538461,58.0420827389444,60.1221768627566,22.4,19.6,22.4,18,26.7,5.8,7.3,4.2,127301
"1174","1106","2011","Haugesund",62.4636772833457,58.1849074291071,60.3541407897397,22.2,19.8,23,18.4,27.6,5.9,7.4,4.5,128311
"1175","1106","2012","Haugesund",62.2637263726373,58.3386249494891,60.3265050286333,22,19.7,23.4,18.8,28,6.4,7.7,5,131152
"1176","1106","2013","Haugesund",62.6196501265266,58.4295874822191,60.5599530109361,21.7,20,23.5,18.8,28.2,6.6,7.9,5.3,132328
"1177","1106","2014","Haugesund",62.3573729322487,58.6491958159937,60.5307626250035,22,19.5,23.7,19,28.6,7.3,8.2,6.3,133519
"1178","1106","2015","Haugesund",62.3971608323923,58.8373000390168,60.6491871476271,22.5,18.6,24.1,19.1,29.3,7.7,8.7,6.6,132281
"1179","1106","2016","Haugesund",62.1704605611435,58.6567742649909,60.4530323942518,23.4,18,24.2,19.3,29.3,8,8.9,7.1,128612
"1180","1106","2017","Haugesund",62.1685730852354,58.950261060731,60.5930151213475,23,18,24.5,19.5,29.8,8.2,8.9,7.4,128391
"1181","1111","2008","Sokndal",55.4054054054054,53.2837670384139,54.3491671807526,20.6,19.2,11.4,7.7,15.1,1.5,1.5,1.5,35683
"1182","1111","2009","Sokndal",55.6303549571603,52.605459057072,54.128157732594,19.5,18.7,11.8,7.8,15.8,1.9,2.2,1.6,45800
"1183","1111","2010","Sokndal",55.9782608695652,52.731737262124,54.3683409436834,19.2,19,12.1,7.8,16.5,2.1,2.3,1.9,45091
"1184","1111","2011","Sokndal",56.2877871825877,53.0105524518932,54.6707503828484,19.3,20.8,12.6,8.3,17,1.9,2.2,1.7,39877
"1185","1111","2012","Sokndal",56.5741857659831,53.5334584115072,55.081363217685,19.5,21.1,12.7,8.2,17.3,2.1,2.5,1.6,39360
"1186","1111","2013","Sokndal",57.0228091236495,52.4691358024691,54.7778454047474,19.5,21.8,13.2,8.6,17.8,2.1,2.4,1.7,37682
"1187","1111","2014","Sokndal",57.1342200725514,53.4263189812007,55.2830759915229,18.4,21.2,13.6,9,18.2,2.5,2.8,2.2,39263
"1188","1111","2015","Sokndal",56.9704284852142,53.8740920096852,55.4245995769114,18.5,19.9,14.2,8.9,19.7,2.5,2.8,2.2,39362
"1189","1111","2016","Sokndal",57.1342925659472,53.5562310030395,55.357681859342,18.9,19.2,14.1,8.6,19.7,2.7,3,2.4,41222
"1190","1111","2017","Sokndal",56.8114217727543,53.4556574923547,55.1568154402895,19.8,18.4,14.6,9.3,20.1,2.7,3.1,2.2,41212
"1191","1119","2008","Hå",58.4384154884728,55.5028337946487,56.9957248348232,13.4,24.4,14.1,10,18.4,2.3,2.7,1.9,41670
"1192","1119","2009","Hå",58.9958158995816,55.6691806212451,57.3640980625745,13.7,23.7,14.6,10.2,19.1,2.5,2.9,2.1,40150
"1193","1119","2010","Hå",59.0914553539238,55.9780575988031,57.5633337412801,14,23.2,15.2,10.4,20.1,2.6,2.9,2.3,39296
"1194","1119","2011","Hå",58.9701770736254,56.1422675406652,57.5853049577934,14.2,22.5,15.6,10.7,20.8,2.7,2.9,2.5,38946
"1195","1119","2012","Hå",59.1484074994353,56.1144219308701,57.6722338204593,14.4,23.2,16.1,10.7,21.7,2.9,3.1,2.7,39712
"1196","1119","2013","Hå",59.4060499006403,55.7187827911857,57.6127020130423,14.7,22.4,16.3,10.8,22,3,3.1,3,41443
"1197","1119","2014","Hå",59.6040663456394,56.0889395667047,57.9022909191278,14.4,22.2,16.8,11.4,22.7,3.8,3.9,3.7,41913
"1198","1119","2015","Hå",59.6412556053812,56.3150240519074,58.0364853195164,14.3,21.7,16.9,11.2,22.9,4,3.8,4.2,43032
"1199","1119","2016","Hå",59.2561725179706,56.3723309608541,57.8613307514389,15.2,20,17,11.4,23,4.1,3.8,4.5,41987
"1200","1119","2017","Hå",58.7139917695473,56.1784140969163,57.4893617021277,15,20.2,17.3,11.3,23.8,4.2,3.8,4.5,42924
"1201","1120","2008","Klepp",58.1651603318064,57.2275186807524,57.7056632363154,13.3,27.5,15.1,10.9,19.4,3.6,4.8,2.4,44996
"1202","1120","2009","Klepp",58.3960798374567,57.3468620819241,57.8837920489297,13.3,26.8,15.5,11,20.3,4,4.9,3,46568
"1203","1120","2010","Klepp",58.1596222503743,57.3406193078324,57.7609646530323,13.7,27,15.7,11.1,20.6,4.2,5.2,3.2,47349
"1204","1120","2011","Klepp",58.6118251928021,57.4674556213018,58.0559866643674,13.7,27.1,16.1,11.3,21.1,4.4,5.3,3.5,47748
"1205","1120","2012","Klepp",58.7938596491228,57.488986784141,58.1595852586498,13.4,27.4,16.6,11.9,21.6,4.5,5.3,3.7,49279
"1206","1120","2013","Klepp",59.2288848652679,57.4903824394659,58.3859110111373,13.6,28.1,16.9,12.1,22,4.6,5.3,3.9,50264
"1207","1120","2014","Klepp",59.0436153441934,57.2017837235229,58.1498512307276,13.7,27.7,17.2,12.4,22.3,5.3,5.7,4.9,52041
"1208","1120","2015","Klepp",59.2263136119156,56.8830596274661,58.0918841043701,14,26,17.3,12.4,22.6,5.5,5.9,5.1,52773
"1209","1120","2016","Klepp",58.8916205695554,57.135099913119,58.0390089615182,14.2,24.2,17.5,12.5,22.9,5.5,5.9,5.1,53771
"1210","1120","2017","Klepp",58.8692362744096,57.4559982723248,58.181913664531,14.7,23.9,17.8,12.4,23.5,5.8,6.1,5.4,54341
"1211","1121","2008","Time",59.4922174023986,57.8926650045926,58.7036677663497,11.8,27.3,20.3,16.3,24.4,4.7,6.2,3.1,75885
"1212","1121","2009","Time",60.2247191011236,57.5261947354971,58.891134124779,13.3,27.2,20.5,16.3,24.8,5,6.5,3.5,79210
"1213","1121","2010","Time",60.2453987730061,57.6636810899458,58.9724451079181,12.9,26.6,20.7,16.5,25,5.1,6.4,3.7,81620
"1214","1121","2011","Time",59.76557828011,57.6585486463098,58.7294832826748,12.7,27,21.2,16.5,26,5.4,6.7,4,81300
"1215","1121","2012","Time",59.5829428303655,58.1197619336815,58.8645715308009,12.5,27,21.4,16.4,26.6,5.9,7,4.6,84750
"1216","1121","2013","Time",60.0381979552859,58.1771321462043,59.127143430636,12.6,26.7,21.6,16.3,27.2,6.2,7.3,5,85663
"1217","1121","2014","Time",60.0871459694989,58.5522542159,59.3395541152148,13.1,26.7,21.6,16.3,27.2,6.7,7.7,5.6,89604
"1218","1121","2015","Time",60.2558635394456,58.5704682948689,59.4340653337703,13.3,25.5,21.8,16.3,27.5,7.1,8,6.2,90195
"1219","1121","2016","Time",60.1452325826142,58.257993384785,59.2235623519276,14.7,24.3,22.3,16.6,28.3,7.2,8.1,6.3,92107
"1220","1121","2017","Time",59.787971029705,57.793843794501,58.8121783876501,14.5,23.9,22.5,16.6,28.7,7.3,8,6.6,91134
"1221","1122","2008","Gjesdal",59.3189603062664,57.6164498531263,58.4849419262,12,29.5,16.4,12.6,20.4,2.7,3.7,1.7,50699
"1222","1122","2009","Gjesdal",59.6830985915493,57.6281655342804,58.6819139331929,12.1,29.2,16.4,12.5,20.5,2.9,3.7,2.1,51223
"1223","1122","2010","Gjesdal",60.1809083910701,58.3399840383081,59.2770376175549,12.2,28.1,17.1,12.8,21.5,3.1,3.8,2.4,51778
"1224","1122","2011","Gjesdal",60.7129525942516,58.873786407767,59.8115721355158,12.4,27.1,17.3,13,21.9,3.4,3.9,2.9,55060
"1225","1122","2012","Gjesdal",60.8007279344859,59.2277115275412,60.0296901094823,12.3,28.6,17.8,13,22.8,3.6,4.2,3.1,60095
"1226","1122","2013","Gjesdal",60.9305629550701,59.5968934911243,60.2771990216505,11.8,27.7,18.3,13.4,23.4,3.9,4.5,3.3,62190
"1227","1122","2014","Gjesdal",61.2597066436583,59.1633466135458,60.2368118759389,12.6,26.7,19.2,14.2,24.5,4.4,4.9,3.9,65629
"1228","1122","2015","Gjesdal",61.7741121023397,59.3037639158862,60.5689655172414,13,26,19.2,14,24.7,4.5,4.8,4.3,67772
"1229","1122","2016","Gjesdal",61.1487044066678,59.0093199861926,60.1029275288956,13.3,25,19.6,14.3,25.3,4.9,5.3,4.6,79674
"1230","1122","2017","Gjesdal",60.6374240183999,58.6930352536543,59.6874474878172,13.1,24,19.6,14.3,25.2,5.1,5.2,5,81914
"1231","1124","2008","Sola",59.6074474915161,57.8393246703974,58.738226242656,12.3,36,20.5,16.5,24.7,7.1,9.2,4.9,52855
"1232","1124","2009","Sola",59.9395448079659,57.9146656815663,58.9463670954883,12.8,35.8,21.2,16.8,25.7,7.6,9.7,5.5,53434
"1233","1124","2010","Sola",60.0654946570148,57.7981651376147,58.9505496912093,12.9,35.7,21.6,17,26.2,8,10,6,54681
"1234","1124","2011","Sola",60.2458326317562,57.9062064156206,59.0963597430407,12.4,35.5,22,17.5,26.6,8.8,10.7,6.8,59334
"1235","1124","2012","Sola",60.2688881557242,58.1043137922233,59.2034175147632,12.4,35.9,22.1,17.7,26.6,9.7,11.4,7.9,63069
"1236","1124","2013","Sola",61.0096498923359,58.7790697674419,59.9170023190528,11.7,37.8,22.4,17.9,27.2,10.1,11.8,8.4,63524
"1237","1124","2014","Sola",61.3233341145223,58.8910600879336,60.1323605629311,11.9,37.8,23,18.6,27.6,11.4,12.9,9.8,65111
"1238","1124","2015","Sola",61.4155251141553,59.373010821133,60.4169908199782,12.6,35.8,23,18.5,27.7,12,13.2,10.8,63843
"1239","1124","2016","Sola",61.3615937687238,59.4475831763967,60.4268853464132,13.2,33.7,23.3,18.7,28.2,12,13.2,10.8,60305
"1240","1124","2017","Sola",61.250467989517,59.0000789827028,60.1552890528905,13.6,31.9,23.7,19,28.7,12.3,13.5,11.1,59808
"1241","1127","2008","Randaberg",56.8784700801974,56.9027106534986,56.8904593639576,12.9,34.6,19.8,14.9,24.7,5,6.7,3.3,44598
"1242","1127","2009","Randaberg",57.5987235739928,57.5108180506903,57.5554879902706,12.5,35.1,20.3,15.4,25.4,5.1,6.6,3.4,46157
"1243","1127","2010","Randaberg",57.8492935635793,57.0903897163844,57.4772431729519,12.9,34.5,20.7,15.3,26.3,5.2,6.9,3.5,51206
"1244","1127","2011","Randaberg",57.2825024437928,56.8540234532956,57.0718616439718,13.2,34.6,21.2,15.5,26.9,5.4,7,3.8,52793
"1245","1127","2012","Randaberg",57.8846153846154,57.0187561697927,57.4573794447151,13.3,35.7,21.2,15.4,27.1,6,7.6,4.4,53808
"1246","1127","2013","Randaberg",58.3760197306014,56.7108856808428,57.5550639607579,13.8,35.7,21.1,15.4,27,6.1,7.6,4.5,54571
"1247","1127","2014","Randaberg",58.9292470677261,56.8810916179337,57.9205069124424,13.6,34.9,21.4,16,27.1,6.7,7.8,5.5,56813
"1248","1127","2015","Randaberg",59.4167904903418,57.1732405259087,58.3175445244411,14,33.8,21.9,15.8,28.3,7.1,8.3,6,55017
"1249","1127","2016","Randaberg",59.0016516792072,57.3373676248109,58.1819875197914,15.1,31,22.1,16.1,28.3,7.5,8.5,6.5,56155
"1250","1127","2017","Randaberg",58.9172551149737,57.1401869158878,58.0428584567277,15.4,30.3,22.5,16.3,29,7.7,8.5,6.9,54639
"1251","1130","2008","Strand",57.1871014756786,56.040703052729,56.6183220121168,14.7,26.7,15.5,11.2,19.9,3,4.1,1.9,58884
"1252","1130","2009","Strand",57.4376457922125,56.3961988304094,56.9216840199185,15.6,25.7,15.9,11.6,20.2,3.1,4.1,2.2,65200
"1253","1130","2010","Strand",57.2916666666667,56.6041140382533,56.9516330537212,15.7,25.5,16,11.3,20.7,3.4,4.3,2.5,65838
"1254","1130","2011","Strand",57.4952232065312,56.2433297758805,56.8767026979524,14.8,25.6,16.3,11.6,21.1,3.7,4.7,2.7,67807
"1255","1130","2012","Strand",57.1135079609656,56.4827828531272,56.8022197173329,15.2,26,16.9,11.9,22.1,3.8,4.7,3,71179
"1256","1130","2013","Strand",57.1547420965058,55.9434604904632,56.5561353307524,16,25.8,17.4,12.1,22.8,3.8,4.7,2.9,66984
